instruction_zh,input_zh
为以下人物撰写一份专题报道。,我刚刚采访了一位当地的慈善家，他已经捐赠了超过100万美元用于改善我们社区的教育和健康设施。
名列前茅的股票分析师所需具备的技能和素质。,
请找出以下句子中所含义的错误。,句子：The earth travels around the sun.
请描述以下数学(conic)曲线。,椭圆:
找出以下算术公式的解：5x - 9 / 3 + 2 = 4,你正在参加一场数学考试，现在已经进入了最后一道题。你的老师要求你在限定的时间内解出这个方程。
回答一个数学难题。,如果x=3，y=4，则3x+4y的值是多少？
计算一个三角形的面积，已知其三边长度分别为7 cm，8 cm 和 9 cm。,
请编写一篇人物传记，介绍下列人物中的一个。,人物列表：莫扎特、伏尔泰、玛丽·居里、托尔斯泰、毛泽东
根据下列指标，将给定公司分为 A、B、C 列别。,公司X给定了以下数据：每年的毛利润、每个季度的收入、员工人数、市值、总债务。
写一篇关于人工智能对未来工作的影响的文章。,人工智能将在未来的工作中扮演什么样的角色？它如何改变我们的方式、时间和地点工作？你的文章应基于已知的信息和数据，并探索未来的可能性。
为自己制定一个学习计划。请输出学习计划的摘要。,学生：高中3年级
根据一个给定的时间段和地点，生成天气预报。,"时间段：2022年9月22日至2022年9月24日
地点：上海"
根据所提供的文本，生成一个摘要，包含关键信息。,给定一段长文，需要生成一个包含关键信息的精简摘要。摘要必须包含主要信息和重要细节。
将以下文本中的所有奇怪字符替换为星号(*),这个网站是%&@!#的，我不知道如何使用它。
在一篇文章里找到并更正10个拼写错误。,(无)
在一个文本中查找所有特定邮箱格式的字符串，例如：XXX@XXX.com，XXX@XXX.net等等。输出所有匹配的字符串。,我收到了一份电子邮件，但是不能确定这是否是欺诈邮件。请在文本中找出所有的电子邮件并输出它们。
请阐述以下声明的观点：“社交媒体对社交交流产生了负面影响。”,
描述有关给定事件的任何有趣的事实和细节。,"以下是一个事件的简述。请描述与事件相关的任何有趣事实和细节。

""1969年，阿波罗11号先后执行了储存行走在月球表面的人类的NASA任务。这是人类历史上第一次完成的来往月球的任务。"""
列出过去一周中每天的最高温度。,在纽约，温度在过去一周内波动不定。
给定一个数学问题，求解方程的答案和步骤。,以下是一个数学方程：2x+3=7x-5。请给出方程的解以及具体的步骤。
给定两张图片，根据它们之间的相似性，选择最合适的标题。,"以下是两张图片。请基于它们的内容和特征，选择最合适的标题。
- 图片1：一只小狗在花园里玩耍。
- 图片2：一只小猫在阳台上观察外面的景象。"
写一篇关于可持续性的文章，讨论其重要性和如何实现。,可持续性成为当今时代的重要趋势，受到越来越多人的关注。文章应包括可持续性的定义、其重要性和如何实现可持续性。
翻译下面这个成语：因噎废食。,无。
创建一个简短的教程，教人如何创建一份有效的个人时间表。,你是一名领导管理培训专家，正在为一些学生创建一份有用的时间表。在这个任务中，你需要提供一些技巧，并说明如何创建一份完整的、高效的时间表。请确定在这份简短的教程中必须包括哪些细节。
根据你听到的音乐片段，推测出它的曲风和艺术家。,你正在听一段爵士乐的钢琴独奏，应该是从电台传来的。
根据情境和人物的描述，创作故事片段。,两位老夫妻在追溯他们的婚姻历程时。
找到标题中用到的词的定义。,标题：“议会通过减税计划，以鼓励更多的新企业进入市场。”
给出一个语法错误的句子，要求GPT模型修正该句子。,"Mary have a cat.
要求：请将这句话改为正确的语法形式。"
给出一份1000个用户的数据集，并将它们分成三个聚类:高价值用户、中等价值用户和低价值用户。,这些数据包括用户的人口统计信息、过去购买行为以及网站访问历史。
编辑这篇文章，使它更具说服力和清晰。,文章题目：为什么观看肥皂剧可能不是完全糟糕的事情。
找出一个数字在给定数字列表中的位置。,"给定数字列表：3, 6, 9, 12, 15, 18, 21

要查找的数字：12"
按字母顺序排序一组单词。,"单词列表：apple, dog, cat, butterfly, zebra"
写一个句子，包括这几个单词：烤面包机，早餐，香蕉。,
写一篇描述如何组织线上视频会议的稿件,在当前时代，线上视频会议已经成为了组织会议的一种非常受欢迎的方式。请阐述您在此方面的经验和知识，并提供一些实用的建议，以帮助读者更好地组织线上会议。
为一个新产品写一份广告宣传材料。,新产品：一个智能时钟。
对给定的代码进行修复。,"下面是一段没有运行的代码：

int x = 5
 if(x == 5) {
    x++;
 }"
请说明什么是人工智能，同时举一个例子进行说明。,
请为我的公司网站创建一个新的Landing Page。,"公司网站：
- 公司是一家物流服务公司；
- 我们希望新Landing Page能够吸引更多的潜在客户；
- 我们的主要产品是国际货运。"
请写一首10句诗，让这首诗包含有人的感情、爱情等元素。,诗歌是一种抒发情感的文学形式。请写一首包含有人的感情、爱情等元素的10句诗。
编写一份关于旅游目的地的指南，包括该地区的美食、文化景观和旅游活动。,这份指南应该讨论有关旅行目的地的接地气的信息，例如当地人的经验和喜好，以及如何最好地利用时间和资源来感受该地区的文化和风景。
请推荐我一本有趣的书。,我想找一本有趣的书来放松。
找出该句子中的主语。,张三唱歌比李四唱歌更好。
"请根据以下描述，分类这些动物为""食肉类""和""草食类""。","以下是一些动物的描述。请根据描述来分类它们为""食肉类""和""草食类""。
1.它的爪子很锋利，非常适合狩猎。
2.它的牙齿尖锐，可以轻松地咬碎肉类。
3.它的牙齿坚硬，适合咀嚼植物。
4.它消耗大量的植物，并且脖子很长，可以够到高处的植物。"
"在以下文章中找到所有和""机器学习""相关的段落：","文章标题为""自然语言处理的未来发展趋势"""
请提出改进该句子的三种不同方法。,这个城市的空气太脏了。
请为以下主题写一首诗：爱、自然、风景、季节。,
"请列出以下5个单词的同义词。
happy, angry, big, small, tired",
编写一封信，表达你对某个家庭成员或朋友的感激之情。,您的一个亲密的家庭成员或朋友给了您无私的关怀和支持，因此您深感感激。写一封信表达您的感情。
写下一首爱情诗歌，有五个句子，每个句子都包含八个单词。,
对于给定的一组数据，进行聚类分析。,给定一些数据点的二维坐标（x，y），如何使用聚类算法将这些数据点分成几个组，并给出结果的可视化图形。
创建一个关于公司的计划，让公司获得更多的社交媒体关注。,公司：冰淇淋制造商
请为给定的一系列照片选择最佳的过滤器，并应用这个过滤器。结果应该是一张新的照片。,您有一组数字像素值的照片，您需要为它们选择合适的滤镜。您将需要编写一个自动化程序，该程序将分析图像并自动选择最佳的滤镜。然后，程序将使用这个滤镜对每个图像进行操作，并创建出每个图像的新版本。
根据给定的词性标记，将文本中的每个单词标记化。,把“我最喜欢的颜色是蓝色”的每个单词用它的词性标记化。
编辑以下信件，使其更具说服力和清晰度。,"信件：
亲爱的顾客，
非常感谢您选择我们的产品。但是，我们最近接到了关于我们的某些产品存在的一些问题的投诉，我们深表歉意。我们正在努力解决这些问题，并有信心能够在下一个月内提供完美的产品给您。感谢您的耐心等待。
最好的问候，
ABC公司"
检查一份大学申请材料，并提出必要的修改和建议。,这份申请材料包括申请人的个人陈述、学术履历和推荐信，申请人希望进入一所名校。
